Individual,MatchNo,Team1,Team2,Date,Time,Venue,Leg
2,47,Ceramica,Zamalek,2025-11-22,17:00,El Sekka El Hadeed Stadium,2
2,48,Future,Pharco,2025-09-06,17:00,Military Academy Stadium,1
2,49,Masry,El Gouna,2026-01-23,17:00,Alexandria Stadium,1
2,50,Wadi Degla,Al Ahly,2025-11-05,20:00,Borg El Arab,2
2,51,National Bank,El Dakhleya,2025-12-28,20:00,Suez Stadium,1
2,52,Zed,Wadi Degla,2025-07-01,17:00,Suez Stadium,1
2,53,Smouha,Modern Sport,2025-10-01,17:00,Zed Club Stadium,1
2,54,Pyramids,Talaea El Gaish,2025-12-24,17:00,Petro Sport Stadium,1
2,55,Zed,El Dakhleya,2025-09-14,20:00,Borg El Arab,2
2,56,Talaea El Gaish,Wadi Degla,2025-11-25,17:00,Al Salam Stadium,1
2,57,Pyramids,Smouha,2026-01-24,20:00,Borg El Arab,1
2,58,Ceramica,Alexandria Union,2025-09-18,20:00,El Sekka El Hadeed Stadium,1
2,59,National Bank,Talaea El Gaish,2025-06-27,20:00,Petro Sport Stadium,1
2,60,Ismaily,Ceramica,2026-01-29,17:00,Cairo Stadium,1
2,61,Pharco,Wadi Degla,2025-07-04,20:00,Borg El Arab,1
2,62,El Dakhleya,Zamalek,2025-11-05,17:00,Cairo Stadium,2
2,63,Alexandria Union,Wadi Degla,2025-11-22,20:00,El Sekka El Hadeed Stadium,1
2,64,Talaea El Gaish,Ismaily,2025-06-03,20:00,Zed Club Stadium,2
2,65,Zamalek,Modern Sport,2025-08-27,17:00,Cairo Stadium,1
2,66,Modern Sport,Zamalek,2025-06-02,17:00,Zed Club Stadium,2
2,67,El Dakhleya,Pyramids,2025-06-16,17:00,Petro Sport Stadium,2
2,68,El Dakhleya,Alexandria Union,2025-10-07,17:00,Borg El Arab,2
2,69,Zed,Al Ahly,2025-12-04,17:00,Alexandria Stadium,2
2,70,El Gouna,El Dakhleya,2025-07-19,17:00,Al Salam Stadium,2
2,71,ENPPI,Ismaily,2025-10-11,17:00,Suez Stadium,2
2,72,Future,El Dakhleya,2025-08-02,20:00,Military Academy Stadium,1
2,73,ENPPI,Zed,2025-10-06,17:00,Petro Sport Stadium,1
2,74,Al Ahly,Talaea El Gaish,2025-09-08,20:00,Alexandria Stadium,1
2,75,Ismaily,National Bank,2026-01-23,17:00,Petro Sport Stadium,1
2,76,National Bank,El Gouna,2025-07-21,17:00,Borg El Arab,1
2,77,Zamalek,Zed,2025-10-08,17:00,Cairo Stadium,1
2,78,Pharco,Ceramica,2025-05-25,20:00,El Sekka El Hadeed Stadium,2
2,79,Modern Sport,El Dakhleya,2025-05-22,20:00,Cairo Stadium,2
2,80,Masry,Modern Sport,2025-12-31,20:00,Air Defense Stadium,1
2,81,Ismaily,Wadi Degla,2025-08-28,17:00,Military Academy Stadium,1
2,82,Pharco,Alexandria Union,2025-12-03,20:00,El Sekka El Hadeed Stadium,2
2,83,Zed,Talaea El Gaish,2025-09-06,20:00,Cairo Stadium,2
2,84,El Dakhleya,El Gouna,2025-11-24,17:00,Borg El Arab,1
2,85,National Bank,Masry,2025-11-04,20:00,Petro Sport Stadium,2
2,86,ENPPI,Wadi Degla,2025-05-12,20:00,Cairo Stadium,1
2,87,Modern Sport,El Gouna,2025-06-20,20:00,Borg El Arab,2
2,88,National Bank,Ismaily,2025-08-11,17:00,Air Defense Stadium,2
2,89,Wadi Degla,National Bank,2026-01-09,20:00,Air Defense Stadium,2
2,90,Pyramids,Pharco,2025-05-22,17:00,Borg El Arab,1
2,91,Talaea El Gaish,Pyramids,2025-10-13,20:00,Al Salam Stadium,2
2,92,El Gouna,Future,2025-08-23,20:00,El Sekka El Hadeed Stadium,2
2,93,ENPPI,Talaea El Gaish,2025-12-21,17:00,Alexandria Stadium,1
2,94,Al Ahly,Zed,2025-05-29,20:00,El Sekka El Hadeed Stadium,1
2,95,Masry,Future,2025-09-03,17:00,Cairo Stadium,1
2,96,Pyramids,Ceramica,2025-08-29,20:00,Military Academy Stadium,1
2,97,Ismaily,Zamalek,2025-08-31,20:00,Petro Sport Stadium,2
2,98,Future,Alexandria Union,2025-07-15,17:00,Petro Sport Stadium,1
2,99,Pharco,Zamalek,2025-09-20,20:00,Cairo Stadium,2
2,100,El Gouna,Talaea El Gaish,2025-09-05,20:00,Petro Sport Stadium,2
2,101,Talaea El Gaish,Masry,2025-09-03,20:00,Zed Club Stadium,2
2,102,National Bank,Zed,2025-12-25,17:00,Borg El Arab,1
2,103,Al Ahly,ENPPI,2025-05-30,17:00,Alexandria Stadium,1
2,104,Future,Talaea El Gaish,2025-09-09,20:00,Al Salam Stadium,1
2,105,Alexandria Union,Zed,2025-05-23,17:00,Borg El Arab,1
2,106,Ismaily,El Gouna,2026-01-08,17:00,Cairo Stadium,1
2,107,ENPPI,Smouha,2025-06-22,17:00,Petro Sport Stadium,2
2,108,Ismaily,Masry,2026-01-02,20:00,Borg El Arab,2
2,109,Ismaily,Al Ahly,2025-12-30,17:00,Alexandria Stadium,2
2,110,Zed,El Gouna,2025-10-16,17:00,Zed Club Stadium,2
2,111,Pyramids,ENPPI,2025-11-14,20:00,Cairo Stadium,1
2,112,Masry,Talaea El Gaish,2025-07-31,20:00,El Sekka El Hadeed Stadium,1
2,113,National Bank,Smouha,2025-08-24,20:00,Zed Club Stadium,2
2,114,Ceramica,Masry,2026-01-07,20:00,El Sekka El Hadeed Stadium,2
2,115,Masry,Pharco,2025-05-31,17:00,El Sekka El Hadeed Stadium,1
2,116,El Dakhleya,Pharco,2025-06-07,17:00,Petro Sport Stadium,1
2,117,Pyramids,El Dakhleya,2025-06-28,17:00,Cairo Stadium,1
2,118,El Gouna,Zamalek,2025-11-10,20:00,Military Academy Stadium,2
2,119,Zed,Pyramids,2026-01-28,17:00,Zed Club Stadium,2
2,120,Ismaily,Pyramids,2025-10-08,17:00,Alexandria Stadium,2
2,121,Wadi Degla,Smouha,2025-12-11,20:00,Zed Club Stadium,2
2,122,National Bank,Zamalek,2025-07-27,17:00,Zed Club Stadium,2
2,123,El Dakhleya,ENPPI,2025-07-06,17:00,Petro Sport Stadium,2
2,124,Smouha,Ceramica,2025-10-10,17:00,El Sekka El Hadeed Stadium,1
2,125,Future,Zed,2025-10-18,17:00,Military Academy Stadium,1
2,126,Talaea El Gaish,Alexandria Union,2025-09-26,17:00,Petro Sport Stadium,1
2,127,National Bank,Ceramica,2026-01-18,17:00,Borg El Arab,2
2,128,Zed,Zamalek,2025-08-26,17:00,Military Academy Stadium,2
2,129,ENPPI,Pyramids,2025-05-07,17:00,Borg El Arab,2
2,130,Smouha,Wadi Degla,2025-06-22,20:00,Military Academy Stadium,1
2,131,Masry,Zamalek,2025-10-22,20:00,Zed Club Stadium,2
2,132,Modern Sport,Future,2025-08-30,17:00,Air Defense Stadium,2
2,133,Al Ahly,El Gouna,2025-07-14,20:00,Zed Club Stadium,1
2,134,Ismaily,Alexandria Union,2025-08-24,17:00,Air Defense Stadium,1
2,135,ENPPI,Future,2025-10-07,17:00,Zed Club Stadium,2
2,136,Zed,ENPPI,2025-06-07,17:00,Alexandria Stadium,2
2,137,ENPPI,Al Ahly,2025-09-18,20:00,Air Defense Stadium,2
2,138,Wadi Degla,Talaea El Gaish,2025-05-27,17:00,Military Academy Stadium,2
2,139,Ceramica,Al Ahly,2025-10-25,20:00,Al Salam Stadium,2
2,140,Masry,Ismaily,2025-08-19,20:00,Military Academy Stadium,1
2,141,Al Ahly,Future,2025-05-02,17:00,Borg El Arab,1
2,142,Masry,Pyramids,2025-05-14,17:00,El Sekka El Hadeed Stadium,2
2,143,Pyramids,Zamalek,2025-11-21,17:00,Suez Stadium,2
2,144,Modern Sport,Alexandria Union,2025-12-13,20:00,Petro Sport Stadium,2
2,145,El Gouna,Smouha,2025-10-13,17:00,Suez Stadium,2
2,146,Smouha,Zamalek,2025-06-14,20:00,El Sekka El Hadeed Stadium,2
2,147,ENPPI,El Gouna,2026-01-31,17:00,Alexandria Stadium,1
2,148,Al Ahly,Masry,2025-09-27,17:00,Suez Stadium,1
2,149,Zamalek,Ceramica,2025-06-22,17:00,Military Academy Stadium,1
2,150,Talaea El Gaish,Zed,2025-06-03,17:00,Borg El Arab,1
2,151,Alexandria Union,Pharco,2025-05-07,17:00,Zed Club Stadium,1
2,152,Zed,Alexandria Union,2025-10-27,17:00,Cairo Stadium,2
2,153,Wadi Degla,Zamalek,2025-05-15,20:00,Military Academy Stadium,2
2,154,Pharco,Pyramids,2025-09-16,17:00,Alexandria Stadium,2
2,155,Alexandria Union,El Gouna,2025-07-15,20:00,Suez Stadium,1
2,156,Ismaily,Smouha,2025-11-30,20:00,Zed Club Stadium,1
2,157,Smouha,ENPPI,2025-11-23,20:00,Air Defense Stadium,1
2,158,Pyramids,National Bank,2025-10-30,20:00,Petro Sport Stadium,1
2,159,Masry,Smouha,2025-07-25,20:00,Al Salam Stadium,1
2,160,Al Ahly,Modern Sport,2025-09-09,20:00,Military Academy Stadium,1
2,161,Pharco,Talaea El Gaish,2025-10-21,20:00,Military Academy Stadium,2
2,162,El Dakhleya,Talaea El Gaish,2025-10-04,20:00,El Sekka El Hadeed Stadium,2
2,163,Pharco,Al Ahly,2025-11-18,17:00,Air Defense Stadium,2
2,164,Pyramids,Masry,2025-06-23,20:00,Military Academy Stadium,1
2,165,Ceramica,Pyramids,2025-12-10,20:00,Zed Club Stadium,2
2,166,Al Ahly,Smouha,2025-12-27,20:00,Borg El Arab,1
2,167,Zed,National Bank,2025-07-04,17:00,Al Salam Stadium,2
2,168,Zamalek,Masry,2025-05-18,17:00,Military Academy Stadium,1
2,169,Modern Sport,Zed,2025-10-31,17:00,El Sekka El Hadeed Stadium,2
2,170,Al Ahly,Ismaily,2025-10-10,17:00,Zed Club Stadium,1
2,171,Modern Sport,National Bank,2025-12-12,17:00,Military Academy Stadium,2
2,172,Ceramica,Ismaily,2025-12-14,17:00,Suez Stadium,2
2,173,Zamalek,National Bank,2026-01-19,17:00,Cairo Stadium,1
2,174,National Bank,Al Ahly,2025-10-03,17:00,Petro Sport Stadium,2
2,175,Zamalek,Talaea El Gaish,2026-01-11,17:00,Suez Stadium,1
2,176,Smouha,Alexandria Union,2025-12-05,17:00,Borg El Arab,1
2,177,Ceramica,ENPPI,2025-10-30,20:00,Petro Sport Stadium,2
2,178,Alexandria Union,Al Ahly,2025-12-14,20:00,Petro Sport Stadium,2
2,179,Al Ahly,Pharco,2025-09-29,20:00,Al Salam Stadium,1
2,180,Modern Sport,Smouha,2025-05-11,17:00,Suez Stadium,2
2,181,Smouha,Pharco,2025-07-17,17:00,Suez Stadium,1
2,182,El Dakhleya,Zed,2025-06-15,20:00,Zed Club Stadium,1
2,183,Alexandria Union,Smouha,2025-05-08,20:00,Borg El Arab,2
2,184,Alexandria Union,El Dakhleya,2025-05-30,20:00,Air Defense Stadium,1
2,185,ENPPI,National Bank,2025-07-06,17:00,Zed Club Stadium,1
2,186,Talaea El Gaish,Ceramica,2025-09-08,17:00,Borg El Arab,2
2,187,Alexandria Union,Ismaily,2025-07-14,20:00,Alexandria Stadium,2
2,188,Smouha,El Gouna,2025-11-15,20:00,Borg El Arab,1
2,189,Future,Smouha,2025-08-11,20:00,Cairo Stadium,1
2,190,El Gouna,Wadi Degla,2025-06-25,20:00,Military Academy Stadium,1
2,191,Alexandria Union,Masry,2025-10-28,20:00,Zed Club Stadium,2
2,192,Future,Ismaily,2025-09-05,17:00,Cairo Stadium,1
2,193,Zamalek,Wadi Degla,2025-07-30,20:00,Military Academy Stadium,1
2,194,El Dakhleya,Ceramica,2025-12-13,17:00,Suez Stadium,2
2,195,Smouha,Pyramids,2025-08-18,20:00,Suez Stadium,2
2,196,Ceramica,El Dakhleya,2025-07-19,17:00,Air Defense Stadium,1
2,197,Talaea El Gaish,Zamalek,2025-06-18,20:00,El Sekka El Hadeed Stadium,2
2,198,Future,National Bank,2025-05-15,20:00,Cairo Stadium,1
2,199,Pyramids,Ismaily,2026-01-03,17:00,El Sekka El Hadeed Stadium,1
2,200,Wadi Degla,Ceramica,2025-07-12,17:00,Petro Sport Stadium,2
2,201,Pharco,Smouha,2025-07-09,20:00,Air Defense Stadium,2
2,202,Ceramica,Pharco,2025-09-05,17:00,Borg El Arab,1
2,203,Future,El Gouna,2025-10-18,17:00,Military Academy Stadium,1
2,204,Modern Sport,Pyramids,2025-11-04,20:00,Cairo Stadium,2
2,205,Pyramids,Zed,2025-07-02,20:00,Al Salam Stadium,1
2,206,Zed,Masry,2025-05-19,20:00,Military Academy Stadium,2
2,207,Talaea El Gaish,National Bank,2025-05-23,17:00,Alexandria Stadium,2
2,208,Masry,ENPPI,2025-08-26,20:00,El Sekka El Hadeed Stadium,1
2,209,Wadi Degla,Modern Sport,2025-08-13,17:00,Alexandria Stadium,2
2,210,El Dakhleya,Masry,2026-01-17,20:00,Zed Club Stadium,2
2,211,Wadi Degla,Pharco,2025-06-21,20:00,Zed Club Stadium,2
2,212,Future,Masry,2025-05-15,20:00,Borg El Arab,2
2,213,Al Ahly,El Dakhleya,2025-11-10,17:00,Alexandria Stadium,1
2,214,Masry,Wadi Degla,2025-07-20,20:00,Suez Stadium,1
2,215,National Bank,Wadi Degla,2025-07-02,20:00,Cairo Stadium,1
2,216,El Gouna,Pyramids,2025-08-07,20:00,Air Defense Stadium,2
2,217,Alexandria Union,Future,2025-05-25,20:00,Zed Club Stadium,2
2,218,Talaea El Gaish,El Dakhleya,2025-05-23,17:00,Borg El Arab,1
2,219,Ismaily,El Dakhleya,2025-05-10,17:00,Cairo Stadium,1
2,220,Talaea El Gaish,ENPPI,2025-08-17,17:00,Zed Club Stadium,2
2,221,Talaea El Gaish,Smouha,2025-11-04,20:00,Alexandria Stadium,2
2,222,National Bank,Pharco,2025-09-09,20:00,Al Salam Stadium,1
2,223,Alexandria Union,Zamalek,2025-09-05,20:00,Al Salam Stadium,2
2,224,Talaea El Gaish,Pharco,2025-09-30,20:00,Cairo Stadium,1
2,225,Talaea El Gaish,El Gouna,2025-05-17,17:00,Alexandria Stadium,1
2,226,National Bank,Pyramids,2025-07-02,20:00,Zed Club Stadium,2
2,227,Ceramica,Smouha,2025-08-02,20:00,El Sekka El Hadeed Stadium,2
2,228,Zamalek,Ismaily,2025-08-31,17:00,Air Defense Stadium,1
2,229,Zamalek,Future,2025-07-22,17:00,Petro Sport Stadium,1
2,230,Ismaily,Modern Sport,2025-06-09,17:00,Military Academy Stadium,1
2,231,Al Ahly,National Bank,2025-07-06,20:00,Cairo Stadium,1
2,232,El Dakhleya,National Bank,2025-10-04,17:00,Alexandria Stadium,2
2,233,Zamalek,Alexandria Union,2025-10-11,20:00,Alexandria Stadium,1
2,234,Future,Modern Sport,2025-10-21,20:00,Military Academy Stadium,1
2,235,ENPPI,Zamalek,2025-09-15,20:00,Borg El Arab,2
2,236,Alexandria Union,Modern Sport,2025-08-15,20:00,Al Salam Stadium,1
2,237,Talaea El Gaish,Modern Sport,2025-07-19,17:00,Al Salam Stadium,1
2,238,Masry,Alexandria Union,2025-12-14,17:00,Petro Sport Stadium,1
2,239,Ceramica,National Bank,2025-06-03,20:00,Military Academy Stadium,1
2,240,Alexandria Union,National Bank,2025-07-07,20:00,Air Defense Stadium,2
2,241,El Gouna,Modern Sport,2025-10-13,20:00,Military Academy Stadium,1
2,242,Pharco,National Bank,2025-06-02,17:00,Suez Stadium,2
2,243,Pyramids,Alexandria Union,2025-10-29,17:00,Alexandria Stadium,1
2,244,Wadi Degla,Pyramids,2025-05-31,20:00,Alexandria Stadium,2
2,245,Modern Sport,Pharco,2025-05-12,17:00,Petro Sport Stadium,1
2,246,Wadi Degla,Alexandria Union,2025-06-23,17:00,Military Academy Stadium,2
2,247,Zamalek,El Dakhleya,2025-10-30,17:00,Zed Club Stadium,1
2,248,Ismaily,Zed,2026-01-25,20:00,Alexandria Stadium,1
2,249,Ismaily,ENPPI,2026-01-23,20:00,Borg El Arab,1
2,250,Zed,Ceramica,2025-09-08,17:00,Cairo Stadium,2
2,251,Pharco,ENPPI,2025-07-12,17:00,Suez Stadium,2
2,252,Pyramids,Wadi Degla,2025-12-07,17:00,Borg El Arab,1
2,253,El Gouna,National Bank,2025-05-11,17:00,Alexandria Stadium,2
2,254,Zamalek,Pharco,2025-10-11,20:00,Al Salam Stadium,1
2,255,Future,Al Ahly,2025-06-28,20:00,Cairo Stadium,2
2,256,Ceramica,Wadi Degla,2025-10-11,20:00,Cairo Stadium,1
2,257,Pyramids,Al Ahly,2025-10-21,20:00,Borg El Arab,2
2,258,Future,Ceramica,2025-09-10,17:00,Cairo Stadium,1
2,259,El Gouna,Zed,2025-05-14,20:00,Borg El Arab,1
2,260,Modern Sport,Ceramica,2025-07-27,20:00,Al Salam Stadium,2
2,261,El Dakhleya,Modern Sport,2025-08-12,20:00,Petro Sport Stadium,1
2,262,Pharco,Ismaily,2025-06-27,17:00,El Sekka El Hadeed Stadium,2
2,263,Future,Pyramids,2025-07-24,17:00,Military Academy Stadium,2
2,264,National Bank,Future,2025-08-07,17:00,Cairo Stadium,2
2,265,Wadi Degla,Future,2026-01-31,20:00,Alexandria Stadium,2
2,266,Zamalek,Al Ahly,2025-06-11,17:00,Alexandria Stadium,2
2,267,Pyramids,El Gouna,2025-09-09,17:00,Military Academy Stadium,1
2,268,Modern Sport,Ismaily,2025-07-15,17:00,Cairo Stadium,2
2,269,National Bank,Alexandria Union,2025-10-31,17:00,Petro Sport Stadium,1
2,270,El Gouna,Masry,2026-01-12,20:00,Military Academy Stadium,2
2,271,Zamalek,Smouha,2025-08-28,17:00,Borg El Arab,1
2,272,ENPPI,Ceramica,2025-11-03,20:00,Suez Stadium,1
2,273,Modern Sport,Wadi Degla,2025-05-13,20:00,Alexandria Stadium,1
2,274,Smouha,Al Ahly,2025-06-15,17:00,Petro Sport Stadium,2
2,275,Pharco,Zed,2025-08-17,17:00,Cairo Stadium,2
2,276,Al Ahly,Ceramica,2026-01-13,20:00,Borg El Arab,1
2,277,El Gouna,Pharco,2025-12-18,20:00,El Sekka El Hadeed Stadium,1
2,278,Future,Zamalek,2025-11-29,17:00,El Sekka El Hadeed Stadium,2
2,279,El Gouna,Alexandria Union,2025-10-05,20:00,Borg El Arab,2
2,280,ENPPI,Alexandria Union,2025-07-07,20:00,Alexandria Stadium,1
2,281,Masry,National Bank,2025-07-21,20:00,Petro Sport Stadium,1
2,282,Masry,Ceramica,2025-09-02,20:00,Al Salam Stadium,1
2,283,Pyramids,Future,2025-07-11,20:00,Alexandria Stadium,1
2,284,Ceramica,Future,2025-07-21,20:00,El Sekka El Hadeed Stadium,2
2,285,El Gouna,Ismaily,2025-09-20,17:00,El Sekka El Hadeed Stadium,2
2,286,Wadi Degla,Zed,2025-12-17,20:00,Zed Club Stadium,2
2,287,Masry,Al Ahly,2025-11-07,20:00,Military Academy Stadium,2
2,288,Zed,Smouha,2025-12-16,17:00,Zed Club Stadium,2
2,289,Wadi Degla,Masry,2025-09-03,17:00,Borg El Arab,2
2,290,Modern Sport,Al Ahly,2026-01-21,17:00,Alexandria Stadium,2
2,291,Al Ahly,Wadi Degla,2025-07-17,20:00,Al Salam Stadium,1
2,292,El Dakhleya,Al Ahly,2025-12-04,17:00,Suez Stadium,2
2,293,Smouha,El Dakhleya,2025-06-11,20:00,Zed Club Stadium,1
2,294,El Gouna,ENPPI,2025-06-11,17:00,Zed Club Stadium,2
2,295,Zed,Modern Sport,2025-08-06,20:00,Borg El Arab,1
2,296,Smouha,Zed,2025-06-27,17:00,El Sekka El Hadeed Stadium,1
2,297,El Dakhleya,Smouha,2025-07-11,17:00,Suez Stadium,2
2,298,Al Ahly,Zamalek,2025-08-19,17:00,Alexandria Stadium,1
2,299,Al Ahly,Alexandria Union,2025-12-08,17:00,Borg El Arab,1
2,300,Wadi Degla,El Dakhleya,2025-09-09,17:00,Al Salam Stadium,2
2,301,Modern Sport,Masry,2025-05-21,17:00,El Sekka El Hadeed Stadium,2
2,302,El Dakhleya,Ismaily,2025-06-22,17:00,Suez Stadium,2
2,303,El Dakhleya,Future,2025-05-06,20:00,Petro Sport Stadium,2
2,304,Ceramica,El Gouna,2025-05-30,17:00,El Sekka El Hadeed Stadium,1
2,305,ENPPI,Pharco,2025-06-27,20:00,Air Defense Stadium,1
2,306,Pharco,Future,2025-09-12,20:00,Zed Club Stadium,2
3,1,Zed,Pharco,2025-10-31,17:00,Suez Stadium,1
3,2,El Dakhleya,Masry,2025-11-30,20:00,El Sekka El Hadeed Stadium,2
3,3,Alexandria Union,Zed,2025-12-11,17:00,Borg El Arab,1
3,4,Ismaily,National Bank,2026-01-26,20:00,Petro Sport Stadium,1
3,5,Masry,Modern Sport,2025-11-23,20:00,Military Academy Stadium,1
3,6,Pharco,Alexandria Union,2025-07-02,20:00,Zed Club Stadium,2
3,7,Pyramids,Smouha,2025-08-01,20:00,Air Defense Stadium,1
3,8,Talaea El Gaish,Ceramica,2025-10-04,20:00,Al Salam Stadium,2
3,9,El Gouna,Zed,2025-05-17,20:00,Air Defense Stadium,1
3,10,ENPPI,Modern Sport,2025-09-11,20:00,El Sekka El Hadeed Stadium,1
3,11,Zamalek,El Gouna,2025-08-20,20:00,Military Academy Stadium,1
3,12,Wadi Degla,Pharco,2025-07-18,17:00,El Sekka El Hadeed Stadium,2
3,13,Talaea El Gaish,Zamalek,2026-01-03,17:00,Alexandria Stadium,2
3,14,Modern Sport,El Gouna,2025-10-03,20:00,Cairo Stadium,2
3,15,Ceramica,Zed,2026-01-07,20:00,Petro Sport Stadium,1
3,16,National Bank,Zed,2025-07-22,17:00,Borg El Arab,1
3,17,ENPPI,Smouha,2025-09-03,17:00,Al Salam Stadium,2
3,18,National Bank,Modern Sport,2025-11-27,17:00,Suez Stadium,1
3,19,National Bank,Alexandria Union,2025-09-12,17:00,Petro Sport Stadium,1
3,20,Zamalek,Wadi Degla,2025-10-12,20:00,Air Defense Stadium,1
3,21,Pyramids,Masry,2025-07-15,17:00,El Sekka El Hadeed Stadium,1
3,22,El Dakhleya,Wadi Degla,2025-05-23,17:00,El Sekka El Hadeed Stadium,1
3,23,Pharco,Zed,2025-06-02,20:00,El Sekka El Hadeed Stadium,2
3,24,Talaea El Gaish,Ismaily,2025-08-26,17:00,Air Defense Stadium,2
3,25,National Bank,El Dakhleya,2025-12-18,17:00,Zed Club Stadium,1
3,26,Wadi Degla,Pyramids,2025-12-12,17:00,Military Academy Stadium,2
3,27,Masry,Ismaily,2025-08-01,20:00,Zed Club Stadium,1
3,28,Modern Sport,Future,2025-08-14,20:00,Air Defense Stadium,2
3,29,Ceramica,Alexandria Union,2025-06-11,20:00,El Sekka El Hadeed Stadium,1
3,30,Al Ahly,Wadi Degla,2025-06-13,20:00,Alexandria Stadium,1
3,31,Smouha,Al Ahly,2025-08-19,20:00,El Sekka El Hadeed Stadium,2
3,32,Future,National Bank,2025-12-17,20:00,Cairo Stadium,1
3,33,Wadi Degla,El Dakhleya,2025-08-27,20:00,Air Defense Stadium,2
3,34,Pyramids,Ismaily,2025-07-29,17:00,Borg El Arab,1
3,35,Ceramica,Pharco,2025-07-08,17:00,Cairo Stadium,1
3,36,Pyramids,Alexandria Union,2025-08-08,17:00,Alexandria Stadium,1
3,37,Pharco,El Gouna,2025-09-11,20:00,Zed Club Stadium,2
3,38,Future,Pharco,2026-01-27,17:00,Borg El Arab,1
3,39,Ismaily,Zamalek,2025-11-21,20:00,Zed Club Stadium,2
3,40,Ceramica,Wadi Degla,2025-07-17,17:00,Suez Stadium,1
3,41,ENPPI,Ismaily,2025-07-09,17:00,Alexandria Stadium,2
3,42,Pharco,Al Ahly,2025-06-06,17:00,Zed Club Stadium,2
3,43,El Dakhleya,El Gouna,2025-12-24,20:00,Petro Sport Stadium,1
3,44,Pharco,Pyramids,2025-08-01,17:00,Borg El Arab,2
3,45,Ceramica,Al Ahly,2025-08-30,20:00,Cairo Stadium,2
3,46,Wadi Degla,Smouha,2026-01-13,17:00,Petro Sport Stadium,2
3,47,Zamalek,National Bank,2025-05-15,20:00,Suez Stadium,1
3,48,Smouha,Alexandria Union,2025-07-07,17:00,Suez Stadium,1
3,49,Pyramids,El Gouna,2025-08-27,20:00,Zed Club Stadium,1
3,50,Alexandria Union,Modern Sport,2025-06-20,17:00,Al Salam Stadium,1
3,51,El Gouna,Future,2025-06-16,17:00,Zed Club Stadium,2
3,52,Smouha,National Bank,2026-01-21,20:00,Military Academy Stadium,1
3,53,Ismaily,Modern Sport,2025-05-07,20:00,Air Defense Stadium,1
3,54,ENPPI,Zed,2025-07-12,17:00,Air Defense Stadium,1
3,55,El Gouna,Modern Sport,2025-11-29,20:00,Military Academy Stadium,1
3,56,Al Ahly,National Bank,2025-05-12,20:00,Borg El Arab,1
3,57,Al Ahly,Modern Sport,2025-09-07,17:00,Air Defense Stadium,1
3,58,Future,Talaea El Gaish,2025-07-11,20:00,Borg El Arab,1
3,59,Smouha,Masry,2025-10-15,17:00,Air Defense Stadium,2
3,60,Ismaily,El Dakhleya,2026-01-29,20:00,Zed Club Stadium,1
3,61,Wadi Degla,Zamalek,2025-10-10,17:00,El Sekka El Hadeed Stadium,2
3,62,ENPPI,El Dakhleya,2025-10-19,17:00,El Sekka El Hadeed Stadium,1
3,63,Al Ahly,Masry,2025-05-29,20:00,Air Defense Stadium,1
3,64,Pyramids,El Dakhleya,2025-10-01,20:00,Zed Club Stadium,1
3,65,El Dakhleya,Pyramids,2025-10-04,20:00,Cairo Stadium,2
3,66,Wadi Degla,Talaea El Gaish,2025-11-05,20:00,Zed Club Stadium,2
3,67,Ceramica,Ismaily,2025-08-22,20:00,Petro Sport Stadium,2
3,68,Al Ahly,El Dakhleya,2025-07-10,17:00,Borg El Arab,1
3,69,El Gouna,Wadi Degla,2025-07-08,20:00,Petro Sport Stadium,1
3,70,Future,Zed,2025-07-02,17:00,Cairo Stadium,1
3,71,Smouha,Zed,2026-01-16,20:00,Al Salam Stadium,1
3,72,El Gouna,Zamalek,2025-11-21,20:00,Zed Club Stadium,2
3,73,Smouha,Zamalek,2025-05-22,20:00,Cairo Stadium,2
3,74,Talaea El Gaish,Pyramids,2025-10-15,17:00,Alexandria Stadium,2
3,75,Alexandria Union,Al Ahly,2025-06-06,20:00,Petro Sport Stadium,2
3,76,Zamalek,ENPPI,2026-01-01,17:00,Cairo Stadium,1
3,77,ENPPI,Zamalek,2026-01-19,20:00,Cairo Stadium,2
3,78,Ismaily,Al Ahly,2026-01-17,20:00,Military Academy Stadium,2
3,79,National Bank,Al Ahly,2025-11-29,17:00,Alexandria Stadium,2
3,80,Future,Alexandria Union,2025-11-28,20:00,Al Salam Stadium,1
3,81,Future,Smouha,2025-06-26,20:00,Zed Club Stadium,1
3,82,Pharco,Zamalek,2025-05-02,20:00,Petro Sport Stadium,2
3,83,Zamalek,El Dakhleya,2025-12-31,20:00,Al Salam Stadium,1
3,84,Future,ENPPI,2026-01-18,20:00,Cairo Stadium,1
3,85,Zamalek,Ceramica,2025-07-03,20:00,Petro Sport Stadium,1
3,86,Zamalek,Al Ahly,2025-05-05,20:00,Alexandria Stadium,2
3,87,Modern Sport,El Dakhleya,2026-01-16,17:00,Cairo Stadium,2
3,88,Ceramica,El Gouna,2025-08-20,17:00,Borg El Arab,1
3,89,Wadi Degla,Alexandria Union,2025-09-06,17:00,Military Academy Stadium,2
3,90,ENPPI,Future,2025-05-12,20:00,Military Academy Stadium,2
3,91,Zed,Ceramica,2025-06-17,17:00,El Sekka El Hadeed Stadium,2
3,92,Talaea El Gaish,Alexandria Union,2025-11-17,20:00,Cairo Stadium,1
3,93,Zed,Al Ahly,2025-07-30,17:00,El Sekka El Hadeed Stadium,2
